file_number,event_number,ixn_number,true_ixn_number,cc,nprim,nsec,nneutron,nproton,npip,npim,npi0,mode,match
0.0,33,0,0,1,23,4,11,10,0,0,1,3,1
0.0,79,3,2,1,6,17,2,0,1,1,1,3,1
0.0,105,0,0,1,16,11,4,8,1,1,1,3,1
0.0,155,0,0,1,4,11,1,0,0,1,1,3,1
1.0,3,0,0,1,11,10,5,3,1,1,0,3,1
1.0,20,2,2,1,5,4,1,2,0,1,0,4,1
1.0,33,0,0,1,5,8,1,0,1,2,0,3,1
1.0,51,0,0,1,3,1,1,0,0,0,0,1,1
1.0,93,0,0,1,7,50,1,0,2,2,1,3,1
1.0,96,3,3,1,3,9,0,1,0,1,0,4,1
1.0,101,1,1,1,5,2,3,1,0,0,0,10,1
1.0,108,0,0,1,15,4,7,4,0,1,1,3,1
1.0,118,3,2,1,8,8,5,0,1,1,0,3,1
1.0,143,0,0,1,9,41,2,0,3,1,2,3,1
1.0,179,0,0,1,11,0,8,2,0,0,0,4,1
2.0,18,1,1,1,3,5,1,0,0,0,0,1,1
2.0,25,0,0,1,11,4,3,6,0,0,1,4,1
2.0,85,2,2,1,3,7,0,1,0,1,0,3,1
2.0,122,1,1,1,9,11,3,1,0,1,2,3,1
2.0,136,0,0,1,12,10,6,2,0,1,2,3,1
2.0,139,0,0,1,3,1,1,1,0,0,0,1,1
2.0,146,2,2,1,4,2,2,0,0,0,1,4,1
2.0,155,0,0,1,23,6,12,8,0,1,0,4,1
2.0,163,1,1,1,2,0,0,1,0,0,0,1,1
2.0,185,2,1,1,3,8,0,1,1,0,0,3,1
2.0,186,0,0,1,19,21,9,6,0,1,2,3,1
3.0,15,0,0,1,4,5,0,1,0,1,1,3,1
3.0,86,0,0,1,10,12,3,1,1,3,1,3,1
3.0,91,0,0,1,5,4,2,1,0,0,1,4,1
3.0,111,3,2,1,4,5,1,1,1,0,0,4,1
3.0,119,0,0,1,13,3,5,6,1,0,0,3,1
3.0,121,0,0,1,11,1,6,3,0,0,1,4,1
4.0,59,0,0,1,4,14,2,0,0,1,0,3,1
4.0,87,0,0,1,6,12,1,0,1,1,2,3,1
4.0,87,2,2,1,4,3,1,1,0,0,0,1,1
4.0,89,1,1,1,5,1,1,1,1,0,1,3,1
4.0,116,3,1,1,5,2,1,1,0,0,1,4,1
4.0,133,0,0,1,4,0,1,1,0,1,0,4,1
4.0,178,3,0,1,5,18,0,1,0,1,0,3,1
5.0,4,0,0,1,3,0,1,0,0,0,0,1,1
5.0,35,0,0,1,5,5,2,1,0,0,1,4,1
5.0,132,1,1,1,3,21,0,1,0,1,0,3,1
5.0,185,0,0,1,6,8,2,0,1,2,0,3,1
6.0,15,1,1,1,3,1,1,0,0,0,0,1,1
6.0,26,0,0,1,3,15,1,0,0,0,1,3,1
6.0,41,1,1,1,15,19,6,6,0,1,1,3,1
6.0,45,1,1,1,2,1,1,0,0,0,0,1,1
6.0,49,1,1,1,3,14,1,0,0,0,1,4,1
6.0,69,2,2,1,7,5,1,1,1,3,0,3,1
6.0,89,0,0,1,3,4,0,0,0,1,0,5,1
6.0,122,1,1,1,6,8,1,1,0,1,2,3,1
6.0,129,0,0,1,4,0,1,1,0,0,0,1,1
6.0,136,2,2,1,4,2,0,2,0,1,0,4,1
6.0,147,1,1,1,3,0,1,0,0,1,0,4,1
6.0,158,1,1,1,8,11,5,0,0,0,1,4,1
6.0,166,0,0,1,3,2,1,0,0,1,0,4,1
6.0,183,0,0,1,5,33,0,1,0,0,3,3,1
7.0,1,0,0,1,6,4,4,1,0,0,0,10,1
7.0,7,0,0,1,8,4,6,1,0,0,0,4,1
7.0,34,0,0,1,5,2,3,1,0,0,0,10,1
7.0,113,2,2,1,3,2,1,0,0,0,1,4,1
7.0,127,0,0,1,3,0,1,0,0,0,0,1,1
7.0,139,1,1,1,7,7,2,2,1,1,0,3,1
8.0,4,0,0,1,4,0,1,1,0,0,0,1,1
8.0,26,0,0,1,10,36,2,0,3,3,1,3,1
8.0,37,1,1,1,8,37,0,3,0,1,1,3,1
8.0,87,1,1,1,3,0,2,0,0,0,0,10,1
8.0,109,0,0,1,8,7,3,2,1,1,0,3,1
8.0,114,3,3,1,41,0,21,18,0,1,0,4,1
8.0,117,2,1,1,3,7,1,1,0,0,0,1,1
8.0,120,1,1,1,2,1,1,0,0,0,0,1,1
8.0,120,3,2,1,18,9,9,8,0,0,0,4,1
8.0,121,0,0,1,13,5,7,3,0,0,2,3,1
8.0,142,2,2,1,4,0,2,0,0,0,0,1,1
8.0,182,0,0,1,4,3,2,0,0,0,1,4,1
8.0,183,0,0,1,3,7,1,0,0,1,0,4,1
9.0,12,0,0,1,6,15,0,3,0,0,2,3,1
9.0,17,0,0,1,9,22,4,2,2,0,0,3,1
9.0,66,0,0,1,10,1,4,3,0,0,2,3,1
9.0,74,0,0,1,5,10,2,0,1,1,0,4,1
9.0,74,1,1,1,3,4,1,0,0,0,1,4,1
9.0,84,3,3,1,4,20,0,1,0,0,2,3,1
9.0,92,0,0,1,12,3,7,2,0,0,1,3,1
9.0,95,0,0,1,3,7,1,0,0,1,0,4,1
9.0,132,0,0,1,7,20,1,0,1,2,1,3,1
9.0,140,0,0,1,4,2,3,0,0,0,0,4,1
10.0,0,0,0,1,6,11,2,0,2,0,1,3,1
10.0,48,1,1,1,2,0,1,0,0,0,0,1,1
10.0,95,0,0,1,5,10,2,0,0,0,2,3,1
10.0,99,0,0,1,5,15,1,2,0,1,0,4,1
10.0,142,0,0,1,4,32,0,0,0,1,0,3,1
10.0,154,0,0,1,4,17,0,1,0,2,0,3,1
11.0,7,0,0,1,4,3,1,1,0,0,0,1,1
11.0,21,0,0,1,4,5,1,0,2,0,0,3,1
11.0,86,0,0,1,8,15,1,0,1,1,3,3,1
11.0,172,1,1,1,3,7,1,0,0,1,0,3,1
11.0,185,0,0,1,5,3,0,2,0,1,1,4,1
11.0,185,1,1,1,9,1,1,1,0,0,0,4,1
12.0,8,0,0,1,7,7,3,2,0,1,0,4,1
12.0,49,0,0,1,3,0,1,0,0,1,0,4,1
12.0,59,0,0,1,4,5,1,0,1,1,0,3,1
12.0,150,0,0,1,4,8,1,0,0,1,1,3,1
12.0,156,0,0,1,8,0,3,2,0,2,0,3,1
13.0,43,0,0,1,10,6,7,2,0,0,0,4,1
13.0,47,0,0,1,3,0,1,0,0,0,0,1,1
13.0,51,0,0,1,4,13,1,0,0,1,1,3,1
14.0,3,4,4,1,5,2,2,0,0,1,0,4,1
14.0,14,0,0,1,5,18,1,1,1,1,0,3,1
14.0,31,1,1,1,4,10,3,0,0,0,0,10,1
14.0,70,2,2,1,7,11,1,2,1,1,1,4,1
14.0,84,0,0,1,5,14,1,1,1,0,1,3,1
14.0,103,0,0,1,5,20,1,1,1,1,0,3,1
14.0,114,1,1,1,4,0,3,0,0,0,0,4,1
14.0,114,2,2,1,5,2,3,1,0,0,0,4,1
14.0,134,1,1,1,2,2,1,0,0,0,0,1,1
14.0,143,1,0,1,4,0,2,0,0,0,0,1,1
14.0,165,0,0,1,5,9,1,1,0,1,0,4,1
14.0,168,0,0,1,3,8,1,0,0,1,0,4,1
15.0,5,0,0,1,31,4,15,14,0,1,0,4,1
15.0,48,0,0,1,6,4,1,1,0,1,1,3,1
15.0,71,0,0,1,6,4,1,3,0,1,0,3,1
15.0,75,1,1,1,4,24,0,1,1,1,0,3,1
15.0,77,0,0,1,11,18,2,2,1,2,1,3,1
15.0,103,0,0,1,4,7,2,0,0,0,0,1,1
15.0,132,0,0,1,3,4,0,1,0,1,0,4,1
15.0,162,1,1,1,6,13,0,2,1,2,0,3,1
16.0,64,1,1,1,3,9,1,1,0,0,0,1,1
16.0,65,0,0,1,4,1,1,1,0,0,0,1,1
16.0,99,1,1,1,5,2,2,1,0,0,1,3,1
16.0,103,0,0,1,3,10,0,1,0,1,0,3,1
17.0,21,3,3,1,3,7,0,0,0,0,0,4,1
17.0,39,2,1,1,5,2,2,2,0,0,0,4,1
17.0,54,0,0,1,6,22,1,1,1,1,0,3,1
17.0,68,1,1,1,5,3,2,1,0,0,1,4,1
17.0,76,2,1,1,4,6,1,1,0,1,0,4,1
17.0,83,0,0,1,11,16,2,6,1,0,1,3,1
17.0,98,3,0,1,17,9,10,5,1,0,0,3,1
17.0,99,2,2,1,2,0,1,0,0,0,0,1,1
17.0,144,0,0,1,8,33,1,0,1,1,4,3,1
17.0,164,0,0,1,9,16,2,1,2,1,2,3,1
17.0,177,1,1,1,3,0,1,0,0,0,0,1,1
17.0,192,1,1,1,6,2,1,2,0,1,1,3,1
18.0,1,0,0,1,5,10,1,1,0,1,1,3,1
18.0,18,0,0,1,3,2,1,0,0,1,0,4,1
18.0,25,2,0,1,6,14,3,0,1,1,0,3,1
18.0,38,1,1,1,7,38,1,3,0,0,0,3,1
18.0,69,1,1,1,7,2,3,0,1,1,1,3,1
18.0,146,1,0,1,7,12,3,0,0,0,1,3,1
18.0,172,0,0,1,21,3,11,8,0,0,0,1,1
18.0,172,1,1,1,4,5,1,1,0,0,0,1,1
18.0,174,1,1,1,2,0,1,0,0,0,0,1,1
18.0,187,0,0,1,3,2,2,0,0,0,0,10,1
19.0,42,0,0,1,6,10,1,0,2,0,2,3,1
19.0,78,0,0,1,10,9,5,2,0,0,2,4,1
19.0,124,0,0,1,4,1,1,1,0,1,0,4,1
20.0,58,2,1,1,13,5,6,6,0,0,0,10,1
20.0,59,0,0,1,6,11,2,1,1,1,0,4,1
20.0,60,2,2,1,3,1,1,0,0,0,0,1,1
20.0,80,3,2,1,10,4,7,2,0,0,0,10,1
20.0,83,1,1,1,3,8,0,1,0,1,0,4,1
20.0,91,1,1,1,4,0,1,1,0,0,0,1,1
20.0,166,2,2,1,3,1,1,0,0,0,0,1,1
21.0,65,0,0,1,6,18,1,1,2,0,1,3,1
21.0,79,1,1,1,5,2,3,1,0,0,0,10,1
21.0,84,1,1,1,3,6,1,1,0,0,0,10,1
21.0,102,0,0,1,24,7,11,11,0,0,0,4,1
21.0,157,3,3,1,4,3,1,1,0,1,0,4,1
22.0,16,2,1,1,16,48,2,3,1,2,3,3,1
22.0,63,0,0,1,4,16,0,0,0,1,0,3,1
22.0,74,0,0,1,5,17,2,0,0,0,1,4,1
22.0,78,0,0,1,10,10,2,5,0,1,1,3,1
22.0,89,3,3,1,5,6,2,0,1,1,0,4,1
22.0,89,4,0,1,4,3,2,0,0,0,1,4,1
22.0,101,0,0,1,16,12,6,5,2,1,1,3,1
22.0,101,2,1,1,7,26,1,1,0,1,1,3,1
22.0,109,0,0,1,4,5,2,1,0,0,0,10,1
22.0,120,0,0,1,3,5,1,0,0,1,0,4,1
22.0,127,0,0,1,5,24,1,1,1,0,1,3,1
22.0,177,0,0,1,12,3,7,2,0,1,1,3,1
22.0,179,0,0,1,2,3,1,0,0,0,0,1,1
23.0,1,0,0,1,5,9,1,1,0,0,0,4,1
23.0,2,2,3,1,6,3,2,1,1,1,0,3,1
23.0,41,0,0,1,14,9,5,7,0,0,1,3,1
23.0,45,0,0,1,4,4,3,0,0,0,0,10,1
23.0,56,0,0,1,16,17,6,4,1,3,1,3,1
23.0,98,0,0,1,4,1,1,1,0,1,0,4,1
23.0,105,0,0,1,6,21,1,0,0,0,2,3,1
23.0,108,0,0,1,8,20,2,0,0,1,2,3,1
23.0,154,0,0,1,5,5,2,0,0,0,2,3,1
24.0,48,1,1,1,8,7,3,0,2,1,1,3,1
24.0,59,1,1,1,2,3,0,0,0,0,0,1,1
24.0,72,1,1,1,5,5,1,1,0,0,0,4,1
24.0,132,0,0,1,7,1,3,2,0,0,0,1,1
24.0,146,0,0,1,3,3,0,0,0,1,0,5,1
24.0,178,0,0,1,5,1,0,2,1,1,0,4,1
25.0,0,1,1,1,3,1,1,0,0,1,0,4,1
25.0,8,0,0,1,3,0,1,0,0,0,0,1,1
25.0,46,0,0,1,8,21,2,0,1,1,2,3,1
25.0,49,1,1,1,24,2,12,9,0,1,0,4,1
25.0,69,0,0,1,5,7,1,3,0,0,0,10,1
25.0,106,0,0,1,28,8,11,14,0,1,1,4,1
25.0,130,2,1,1,4,11,1,0,0,1,1,4,1
25.0,137,3,1,1,7,9,1,2,1,1,0,3,1
25.0,143,0,0,1,5,19,0,1,0,1,2,3,1
25.0,166,0,0,1,7,25,1,2,0,0,3,3,1
25.0,181,0,0,1,9,33,1,1,2,1,1,3,1
25.0,183,2,2,1,5,2,1,3,0,0,0,4,1
25.0,188,0,0,1,7,19,1,1,1,1,2,3,1
25.0,190,2,3,1,3,5,1,0,0,0,0,1,1
26.0,1,0,0,1,13,1,6,5,1,0,0,4,1
26.0,16,2,2,1,3,1,1,0,0,1,0,4,1
26.0,22,1,1,1,8,12,6,0,0,0,0,4,1
26.0,82,0,0,1,9,22,2,1,1,0,2,3,1
26.0,98,1,1,1,3,12,0,0,0,0,0,3,1
26.0,138,1,1,1,8,7,2,1,2,1,1,3,1
26.0,158,0,0,1,6,16,2,1,0,1,1,3,1
26.0,165,1,1,1,5,5,1,1,0,1,1,3,1
26.0,184,0,0,1,31,9,14,12,1,1,2,3,1
26.0,188,0,0,1,4,13,1,0,1,0,1,3,1
27.0,19,2,2,1,7,20,0,1,1,2,2,3,1
27.0,28,1,1,1,3,0,1,0,0,1,0,4,1
27.0,49,2,2,1,3,0,1,0,0,0,0,1,1
27.0,60,1,2,1,5,6,2,1,1,0,0,4,1
27.0,71,0,0,1,18,24,6,6,2,3,0,3,1
27.0,78,2,1,1,4,5,2,0,0,1,0,4,1
27.0,128,0,0,1,4,2,1,1,0,0,1,4,1
27.0,158,0,0,1,5,1,1,1,0,1,0,4,1
28.0,18,0,0,1,3,1,1,0,0,1,0,4,1
28.0,31,1,1,1,4,3,1,1,0,1,0,4,1
28.0,65,1,1,1,6,25,1,0,1,0,1,3,1
28.0,83,1,1,1,3,1,1,0,0,0,0,1,1
28.0,85,2,1,1,16,3,8,6,0,1,0,4,1
28.0,88,0,0,1,3,1,0,1,0,1,0,4,1
28.0,90,0,0,1,6,30,0,1,1,2,1,3,1
28.0,102,1,1,1,5,7,3,0,0,1,0,4,1
28.0,110,0,0,1,38,0,20,16,0,0,1,4,1
28.0,112,0,0,1,4,2,2,0,0,0,1,4,1
28.0,115,1,1,1,4,0,1,1,0,1,0,4,1
28.0,150,0,0,1,7,5,1,2,1,1,0,3,1
28.0,155,2,1,1,5,16,0,2,0,2,0,3,1
28.0,174,2,2,1,15,0,5,9,0,0,0,10,1
28.0,-1,1,1,1,5,5,3,1,0,0,0,10,1
28.0,187,1,1,1,8,21,2,0,1,1,3,3,1
29.0,21,0,0,1,3,8,0,1,0,1,0,4,1
29.0,32,1,1,1,4,4,0,2,1,0,0,4,1
29.0,116,0,0,1,8,24,2,1,2,0,2,3,1
29.0,134,1,0,1,6,4,3,1,0,0,1,10,1
29.0,172,0,0,1,11,4,3,6,0,1,0,4,1
29.0,178,2,1,1,19,6,10,7,0,1,0,4,1
29.0,192,1,1,1,5,3,2,2,0,0,0,4,1
30.0,5,0,0,1,3,1,1,1,0,0,0,1,1
30.0,24,0,0,1,6,9,2,1,1,1,0,3,1
30.0,76,1,1,1,3,5,0,0,0,0,0,1,1
30.0,97,0,0,1,6,16,1,1,0,1,1,3,1
30.0,138,0,0,1,4,8,0,1,0,0,1,4,1
30.0,162,0,0,1,5,9,0,2,0,1,1,3,1
31.0,1,0,0,1,3,2,1,0,0,0,1,3,1
31.0,17,0,0,1,6,31,0,1,2,1,1,3,1
31.0,55,3,4,1,3,0,1,0,0,1,0,4,1
31.0,56,0,0,1,3,3,1,0,0,0,0,1,1
31.0,60,3,3,1,3,0,1,0,0,1,0,4,1
31.0,69,2,1,1,5,4,0,1,0,1,1,4,1
31.0,85,3,4,1,3,1,0,1,0,0,0,1,1
31.0,106,1,0,1,7,9,1,2,1,1,0,4,1
31.0,117,0,0,1,6,12,3,1,1,0,0,4,1
31.0,122,2,2,1,3,5,1,1,0,0,0,1,1
31.0,137,0,0,1,4,13,0,1,1,1,0,3,1
31.0,144,0,0,1,3,8,0,1,0,1,0,3,1
31.0,164,2,2,1,5,3,3,1,0,0,0,4,1
31.0,170,0,0,1,12,2,6,4,0,0,0,1,1
32.0,1,0,0,1,6,17,1,1,2,1,0,3,1
32.0,19,0,0,1,3,2,1,0,0,1,0,4,1
32.0,46,2,2,1,4,4,1,1,0,1,0,4,1
32.0,47,2,2,1,8,2,7,0,0,0,0,4,1
32.0,75,1,1,1,4,0,3,0,0,0,0,4,1
32.0,78,0,0,1,7,4,2,1,2,1,0,3,1
32.0,84,0,0,1,3,2,1,0,0,0,0,1,1
32.0,90,0,0,1,11,6,3,4,1,2,0,3,1
32.0,152,0,0,1,3,8,1,0,0,0,1,3,1
32.0,192,1,0,1,3,4,0,0,0,0,0,1,1
33.0,21,0,0,1,4,5,0,1,0,1,1,3,1
33.0,29,0,0,1,9,5,1,3,1,2,1,3,1
33.0,47,4,4,1,7,4,1,1,1,2,0,3,1
33.0,53,0,0,1,13,21,5,3,1,1,2,3,1
33.0,55,1,1,1,2,1,1,0,0,0,0,1,1
33.0,57,0,0,1,4,2,1,1,0,1,0,4,1
33.0,70,1,1,1,3,1,1,1,0,0,0,10,1
33.0,90,2,1,1,9,8,3,1,0,0,3,3,1
33.0,102,2,3,1,3,8,0,1,0,1,0,3,1
33.0,105,1,1,1,7,11,4,1,0,1,0,4,1
33.0,109,0,0,1,3,12,0,0,0,0,0,1,1
33.0,119,1,1,1,9,6,3,3,0,0,0,3,1
33.0,139,0,0,1,4,3,1,0,0,0,2,3,1
33.0,140,1,1,1,13,0,7,4,0,0,0,1,1
33.0,152,1,1,1,14,49,3,1,1,1,1,3,1
33.0,173,2,2,1,3,1,1,1,0,0,0,1,1
33.0,175,0,0,1,7,21,2,0,1,1,2,3,1
33.0,193,0,0,1,38,3,19,18,0,0,0,10,1
34.0,25,0,0,1,4,7,0,1,0,2,0,3,1
34.0,85,0,0,1,4,2,2,0,0,0,1,4,1
34.0,124,1,1,1,6,8,1,1,0,1,1,4,1
34.0,149,0,0,1,11,38,2,3,1,0,1,3,1
34.0,174,1,1,1,3,2,2,0,0,0,0,10,1
34.0,-1,1,0,1,3,23,1,0,1,0,0,3,1
35.0,8,0,0,1,4,1,1,1,0,0,0,1,1
35.0,34,0,0,1,2,7,1,0,0,0,0,1,1
35.0,103,2,2,1,4,8,0,1,0,1,1,3,1
35.0,143,2,2,1,3,20,0,1,0,1,0,3,1
36.0,0,0,0,1,3,0,1,0,0,1,0,4,1
36.0,4,0,0,1,5,5,1,1,0,2,0,3,1
36.0,52,3,2,1,4,9,0,1,0,1,1,3,1
36.0,54,0,0,1,9,8,7,1,0,0,0,4,1
36.0,98,0,0,1,3,5,1,1,0,0,0,1,1
36.0,109,1,1,1,3,7,1,1,0,0,0,1,1
36.0,155,0,0,1,4,41,0,1,1,0,0,3,1
36.0,165,0,0,1,4,4,0,1,0,1,1,3,1
36.0,173,2,1,1,4,3,1,1,0,1,0,4,1
37.0,25,0,0,1,9,0,5,3,0,0,0,1,1
37.0,36,0,0,1,10,0,5,3,0,0,0,4,1
37.0,54,0,0,1,9,7,2,6,0,0,0,10,1
37.0,79,2,2,1,3,8,1,0,0,0,1,4,1
37.0,90,2,2,1,12,24,3,3,2,1,2,3,1
37.0,98,0,0,1,4,11,1,0,1,1,0,3,1
37.0,109,0,0,1,9,3,4,4,0,0,0,1,1
37.0,121,1,1,1,12,11,5,3,1,2,0,3,1
37.0,122,0,0,1,5,9,1,1,1,1,0,4,1
37.0,151,1,1,1,25,6,11,12,0,1,0,4,1
37.0,165,0,0,1,3,3,1,0,0,1,0,4,1
37.0,171,0,0,1,2,1,1,0,0,0,0,1,1
37.0,174,1,1,1,11,4,3,4,1,1,0,3,1
38.0,0,0,0,1,4,20,1,0,0,1,0,3,1
38.0,31,2,1,1,7,3,4,0,0,1,0,4,1
38.0,100,1,1,1,6,1,2,1,0,1,1,3,1
38.0,155,0,0,1,8,7,1,4,0,1,1,4,1
39.0,5,0,0,1,4,12,2,1,0,0,0,3,1
39.0,53,0,0,1,14,25,7,1,0,0,4,3,1
39.0,59,0,0,1,13,15,1,7,1,2,0,3,1
39.0,160,0,0,1,3,2,1,0,0,0,0,1,1
39.0,171,1,2,1,4,0,2,1,0,0,0,10,1
39.0,187,1,1,1,6,8,2,0,1,2,0,3,1
40.0,3,0,0,1,17,7,6,8,1,1,0,3,1
40.0,11,1,1,1,3,3,1,0,0,0,0,1,1
40.0,22,0,0,1,7,23,0,1,1,3,1,3,1
40.0,24,0,0,1,6,10,2,1,0,0,1,3,1
40.0,26,0,0,1,4,4,1,0,1,1,0,3,1
40.0,29,0,0,1,3,13,0,1,0,1,0,3,1
40.0,45,1,1,1,4,0,3,0,0,0,0,4,1
40.0,64,0,0,1,9,19,2,2,1,1,2,3,1
40.0,114,1,1,1,8,1,4,1,0,1,0,4,1
40.0,124,2,2,1,7,32,1,0,2,2,0,3,1
40.0,152,0,0,1,21,3,10,9,0,0,1,4,1
41.0,29,1,1,1,24,2,12,10,0,1,0,4,1
41.0,38,0,0,1,4,1,2,1,0,0,0,10,1
41.0,40,0,0,1,8,10,1,3,0,1,2,3,1
41.0,66,0,0,1,4,13,1,0,1,1,0,3,1
41.0,85,3,3,1,6,3,1,2,0,1,1,3,1
41.0,90,1,1,1,3,2,1,0,0,0,0,1,1
41.0,109,2,1,1,20,0,10,9,0,0,0,4,1
41.0,116,3,2,1,9,1,4,3,0,0,0,1,1
41.0,117,1,1,1,3,0,2,0,0,0,0,10,1
41.0,121,0,0,1,3,5,0,1,0,0,0,1,1
41.0,155,0,0,1,7,7,0,3,0,1,1,3,1
41.0,173,0,0,1,3,3,1,0,0,1,0,4,1
41.0,176,0,0,1,17,17,7,5,1,2,1,3,1
41.0,188,1,1,1,7,9,2,1,1,1,1,4,1
42.0,1,2,2,1,5,7,1,1,0,1,1,4,1
42.0,76,3,3,1,8,13,2,2,1,1,1,3,1
42.0,105,0,0,1,3,6,0,1,0,1,0,4,1
42.0,174,0,0,1,3,24,0,0,0,0,0,1,1
42.0,180,1,1,1,10,46,6,1,0,0,2,3,1
43.0,24,0,0,1,4,2,2,0,0,0,0,1,1
43.0,49,0,0,1,6,11,1,1,0,0,3,4,1
43.0,185,3,2,1,4,14,1,0,1,1,0,3,1
44.0,49,2,2,1,5,11,1,0,2,0,1,3,1
44.0,76,0,0,1,4,3,1,1,0,1,0,4,1
44.0,96,0,0,1,3,3,1,0,1,0,0,4,1
44.0,137,1,1,1,6,22,0,1,1,0,3,3,1
45.0,5,0,0,1,8,2,4,3,0,0,0,10,1
45.0,32,0,0,1,5,7,1,1,0,0,2,4,1
45.0,36,1,1,1,4,2,2,0,0,0,0,1,1
45.0,87,3,2,1,3,19,1,0,0,0,0,3,1
45.0,97,1,1,1,7,11,2,2,1,0,1,3,1
45.0,101,0,0,1,3,3,0,1,0,1,0,3,1
45.0,132,1,0,1,7,4,6,0,0,0,0,10,1
45.0,137,1,1,1,12,17,3,5,0,0,2,3,1
45.0,177,0,0,1,8,3,7,0,0,0,0,4,1
45.0,181,0,0,1,3,10,1,0,0,1,0,4,1
45.0,182,0,0,1,7,12,1,1,1,3,0,3,1
45.0,187,1,1,1,3,13,0,0,0,0,0,3,1
46.0,12,0,0,1,6,2,3,0,0,0,2,4,1
46.0,17,2,2,1,5,12,2,0,1,1,0,3,1
46.0,31,2,0,1,28,16,14,10,1,0,2,4,1
46.0,69,0,0,1,5,2,2,1,0,0,1,3,1
46.0,77,1,1,1,13,2,3,7,0,1,0,3,1
46.0,94,1,1,1,5,14,1,2,0,1,0,3,1
46.0,103,0,0,1,7,5,2,3,0,0,1,4,1
46.0,146,2,1,1,6,10,1,2,0,0,2,3,1
47.0,10,1,1,1,6,0,4,1,0,0,0,3,1
47.0,57,1,0,1,12,23,5,2,1,1,0,3,1
47.0,94,1,1,1,4,17,0,1,0,1,1,3,1
47.0,96,0,0,1,14,15,8,3,0,0,1,3,1
47.0,103,2,2,1,7,5,5,1,0,0,0,4,1
47.0,151,1,1,1,6,12,2,0,0,0,2,3,1
47.0,184,0,0,1,16,68,5,4,0,2,1,3,1
47.0,187,1,1,1,3,0,2,0,0,0,0,1,1
48.0,9,1,1,1,5,3,2,0,1,0,0,4,1
48.0,22,1,1,1,6,1,3,2,0,0,0,10,1
48.0,127,0,0,1,6,4,2,1,0,0,2,4,1
48.0,162,0,0,1,7,38,2,1,2,0,1,3,1
49.0,13,2,3,1,10,2,7,2,0,0,0,4,1
49.0,34,0,0,1,12,3,5,5,0,1,0,4,1
49.0,65,0,0,1,3,1,1,0,0,0,0,1,1
49.0,90,0,0,1,4,1,1,1,0,1,0,4,1
49.0,94,0,0,1,4,4,2,0,0,0,1,4,1
49.0,117,1,1,1,5,4,3,0,0,0,1,3,1
49.0,146,0,0,1,6,2,3,1,0,1,0,4,1
49.0,150,1,1,1,6,8,1,1,1,1,0,3,1
49.0,165,2,1,1,7,21,1,2,0,0,3,3,1
50.0,54,1,1,1,6,0,3,1,0,0,0,1,1
50.0,75,0,0,1,4,6,2,0,0,0,1,3,1
50.0,101,0,0,1,2,0,1,0,0,0,0,1,1
50.0,152,1,2,1,16,25,5,5,2,2,1,3,1
50.0,152,2,3,1,11,4,7,2,0,1,0,4,1
50.0,158,0,0,1,13,8,5,3,1,1,1,3,1
51.0,22,2,2,1,3,7,0,0,0,1,0,5,1
51.0,59,1,1,1,29,34,11,14,1,2,0,3,1
51.0,62,2,1,1,6,5,1,2,0,1,1,3,1
51.0,66,0,0,1,4,3,1,1,0,0,0,1,1
51.0,71,0,0,1,19,28,9,5,1,0,3,3,1
51.0,75,1,0,1,5,5,3,0,0,0,0,4,1
51.0,90,0,0,1,11,3,5,5,0,0,0,3,1
51.0,169,1,1,1,7,5,3,1,1,1,0,3,1
51.0,179,0,0,1,11,78,6,0,1,2,1,3,1
52.0,12,0,0,1,17,50,5,4,3,4,0,3,1
52.0,32,1,2,1,4,12,0,1,0,1,0,3,1
52.0,85,0,0,1,4,1,2,1,0,0,0,10,1
52.0,88,0,0,1,12,15,5,3,0,0,2,3,1
52.0,106,0,0,1,5,0,3,1,0,0,0,10,1
52.0,112,2,2,1,3,16,1,0,0,0,1,4,1
53.0,13,1,1,1,4,15,1,1,0,1,0,3,1
53.0,59,0,0,1,8,3,4,3,0,0,0,4,1
53.0,84,0,0,1,16,8,10,2,2,0,1,3,1
53.0,132,1,1,1,4,3,1,2,0,0,0,10,1
53.0,149,1,1,1,3,1,1,0,0,1,0,4,1
53.0,152,0,0,1,9,27,2,1,2,2,1,3,1
53.0,157,0,0,1,3,14,0,1,0,1,0,3,1
53.0,157,2,1,1,3,1,1,1,0,0,0,1,1
54.0,15,1,1,1,5,22,1,0,0,1,2,3,1
54.0,19,0,0,1,5,13,2,0,1,1,0,3,1
54.0,24,0,0,1,4,0,1,1,0,0,0,1,1
54.0,51,0,0,1,7,5,5,0,0,0,0,3,1
54.0,64,4,2,1,3,3,1,0,0,1,0,3,1
54.0,136,0,0,1,5,16,2,0,1,0,1,3,1
54.0,148,0,0,1,5,2,1,2,0,1,0,4,1
54.0,171,0,0,1,3,2,1,1,0,0,0,1,1
55.0,0,5,4,1,4,2,2,0,0,0,1,4,1
55.0,61,0,0,1,3,4,1,0,0,1,0,4,1
55.0,78,0,0,1,7,3,3,1,1,0,1,4,1
55.0,112,0,0,1,7,33,2,0,2,0,2,3,1
55.0,122,4,2,1,3,1,2,0,0,0,0,10,1
55.0,124,1,1,1,10,12,3,1,2,0,3,3,1
55.0,129,0,0,1,6,3,1,4,0,0,0,4,1
55.0,145,1,1,1,5,6,1,1,1,1,0,3,1
55.0,180,0,0,1,3,17,0,1,0,1,0,3,1
