file_number,event_number,ixn_number,true_ixn_number,cc,nprim,nsec,nneutron,nproton,npip,npim,npi0,mode,match
248.0,58,0,0,1,4,8,2,0,0,1,0,4,1
248.0,91,2,1,1,17,9,8,7,1,0,0,4,1
248.0,177,0,0,1,3,3,1,0,0,1,0,4,1
248.0,178,0,0,1,5,6,2,1,0,0,1,4,1
248.0,182,0,0,1,5,3,2,1,0,0,0,1,1
248.0,188,0,0,1,7,8,0,1,1,1,0,3,1
249.0,30,0,0,1,14,2,7,5,0,0,0,1,1
249.0,34,0,0,1,3,1,1,0,0,0,0,1,1
249.0,72,3,2,1,3,3,2,0,0,0,0,10,1
249.0,99,0,0,1,6,17,0,1,2,1,0,3,1
249.0,103,0,0,1,3,1,1,0,0,1,0,3,1
249.0,126,0,0,1,4,1,1,1,0,0,0,1,1
249.0,181,0,0,1,3,1,1,0,0,0,0,1,1
249.0,185,0,0,1,4,3,1,1,0,0,1,4,1
250.0,34,0,0,1,4,2,1,2,0,0,0,10,1
250.0,37,0,0,1,3,0,1,0,0,0,0,1,1
250.0,71,0,0,1,7,1,4,2,0,0,0,10,1
250.0,86,0,0,1,6,4,2,1,0,1,1,3,1
250.0,89,1,1,1,2,5,1,0,0,0,0,1,1
250.0,130,0,0,1,13,9,6,2,0,0,3,4,1
250.0,138,0,0,1,7,12,2,1,0,2,1,4,1
250.0,142,1,1,1,8,4,6,0,0,1,0,4,1
251.0,43,0,0,1,4,4,3,0,0,0,0,4,1
251.0,46,2,2,1,13,9,7,3,0,0,2,3,1
251.0,50,0,0,1,3,10,0,0,0,1,0,5,1
251.0,66,0,0,1,5,2,2,1,0,0,1,4,1
251.0,86,0,0,1,20,20,11,3,1,1,2,3,1
251.0,88,0,0,1,7,9,0,2,0,3,1,3,1
251.0,88,2,2,1,5,1,2,1,0,1,0,4,1
251.0,97,1,1,1,11,9,5,4,0,0,1,4,1
251.0,137,0,0,1,6,17,1,1,0,1,0,3,1
251.0,145,2,1,1,3,0,2,0,0,0,0,10,1
251.0,150,0,0,1,10,4,6,1,1,1,0,3,1
251.0,156,0,0,1,4,6,0,1,0,1,1,4,1
251.0,166,1,1,1,3,4,0,0,0,0,0,1,1
251.0,168,0,0,1,30,1,15,14,0,0,0,1,1
252.0,23,2,1,1,6,6,2,1,0,1,1,4,1
252.0,52,0,0,1,7,4,3,2,0,0,0,1,1
252.0,55,2,2,1,21,5,10,9,0,0,1,4,1
252.0,75,0,0,1,3,3,1,0,0,0,1,4,1
252.0,103,1,1,1,13,11,6,4,0,1,1,3,1
252.0,146,0,0,1,4,16,1,1,0,0,0,1,1
252.0,156,0,0,1,3,3,1,0,0,0,1,4,1
252.0,163,0,0,1,9,10,4,1,1,0,2,3,1
252.0,166,1,1,1,8,11,2,1,1,2,0,3,1
253.0,0,3,3,1,4,5,1,0,1,1,0,3,1
253.0,6,1,1,1,6,4,3,1,0,0,0,1,1
253.0,18,1,1,1,3,9,1,0,0,1,0,3,1
253.0,32,1,1,1,5,8,1,0,0,0,3,3,1
253.0,38,0,0,1,5,2,1,1,1,1,0,4,1
253.0,67,1,0,1,19,41,8,5,2,1,0,3,1
253.0,107,2,1,1,4,2,1,1,0,0,0,1,1
253.0,121,1,1,1,2,0,1,0,0,0,0,1,1
253.0,161,0,0,1,6,21,0,1,0,2,2,3,1
253.0,192,0,0,1,7,38,1,1,0,2,2,3,1
253.0,196,1,1,1,16,0,10,5,0,0,0,1,1
253.0,196,3,2,1,4,2,1,1,0,0,0,1,1
254.0,11,2,2,1,8,28,1,2,0,2,2,3,1
254.0,17,1,1,1,4,12,0,1,0,2,0,3,1
254.0,65,0,0,1,9,5,4,4,0,0,0,10,1
254.0,88,0,0,1,5,3,0,2,0,1,1,4,1
254.0,92,0,0,1,6,3,2,1,1,1,0,3,1
254.0,119,2,2,1,4,0,2,1,0,0,0,4,1
254.0,119,3,3,1,4,6,0,1,0,1,1,3,1
254.0,124,1,1,1,15,18,3,6,0,2,2,3,1
254.0,148,1,1,1,15,1,9,4,0,0,0,1,1
254.0,167,0,0,1,29,1,14,13,0,0,0,1,1
254.0,186,1,1,1,2,3,1,0,0,0,0,1,1
254.0,189,0,0,1,3,2,0,1,0,1,0,4,1
255.0,23,1,1,1,4,9,0,1,0,0,2,4,1
255.0,33,4,3,1,8,27,0,0,1,1,2,3,1
255.0,63,1,2,1,3,2,1,0,0,0,0,1,1
255.0,71,2,2,1,6,0,3,1,0,0,0,1,1
255.0,156,0,0,1,12,2,9,1,0,0,0,1,1
255.0,160,0,0,1,4,2,3,0,0,0,0,4,1
255.0,169,1,1,1,9,30,1,2,1,2,2,3,1
255.0,172,1,1,1,5,5,2,0,1,1,0,4,1
255.0,177,2,2,1,9,20,3,0,2,2,1,3,1
256.0,59,1,1,1,8,9,4,2,0,1,0,4,1
256.0,77,1,1,1,5,3,1,1,0,1,1,4,1
256.0,107,1,1,1,4,10,0,1,0,1,1,3,1
256.0,118,0,0,1,4,6,1,0,1,1,0,3,1
256.0,141,1,1,1,5,5,1,3,0,0,0,4,1
256.0,168,0,0,1,3,0,1,0,0,0,0,1,1
257.0,44,0,0,1,5,10,2,0,1,1,0,3,1
257.0,64,1,1,1,9,5,6,1,0,0,1,4,1
257.0,68,2,2,1,6,1,4,1,0,0,0,3,1
257.0,83,3,2,1,5,2,2,0,0,1,1,3,1
257.0,112,1,1,1,8,39,2,2,1,1,1,3,1
257.0,165,1,1,1,8,9,2,1,2,2,0,3,1
257.0,166,0,0,1,7,13,0,2,0,3,1,3,1
257.0,183,0,0,1,3,3,0,1,0,1,0,3,1
257.0,187,4,3,1,3,1,2,0,0,0,0,10,1
258.0,4,0,0,1,8,11,1,1,0,1,3,3,1
258.0,22,0,0,1,3,20,1,0,0,1,0,3,1
258.0,67,2,2,1,5,4,1,1,2,0,0,3,1
258.0,82,0,0,1,3,14,1,0,0,1,0,3,1
258.0,93,0,0,1,4,4,1,1,0,1,0,3,1
258.0,96,0,0,1,7,45,0,1,1,1,1,3,1
258.0,98,0,0,1,4,2,1,0,0,1,1,3,1
258.0,102,0,0,1,19,16,11,5,0,0,2,3,1
258.0,118,1,1,1,6,36,1,1,1,1,1,3,1
258.0,121,1,1,1,11,2,6,4,0,0,0,10,1
258.0,188,0,0,1,9,23,3,3,0,0,2,3,1
259.0,13,0,0,1,5,5,2,1,0,0,1,4,1
259.0,57,0,0,1,4,2,3,0,0,0,0,10,1
259.0,61,2,2,1,11,23,3,2,1,1,3,3,1
259.0,66,0,0,1,11,5,4,5,0,1,0,4,1
259.0,66,1,1,1,4,10,0,1,1,0,0,4,1
259.0,101,2,3,1,6,4,3,1,0,0,1,3,1
259.0,159,1,1,1,3,2,2,0,0,0,0,1,1
259.0,163,1,2,1,4,7,3,0,0,0,0,10,1
259.0,191,0,0,1,2,4,0,0,0,0,0,1,1
260.0,6,0,0,1,4,6,2,0,0,0,1,4,1
260.0,6,2,2,1,5,2,1,2,0,1,0,3,1
260.0,7,3,3,1,5,5,2,1,0,1,0,4,1
260.0,8,0,0,1,5,7,1,0,0,1,0,3,1
260.0,20,3,3,1,4,3,2,0,0,0,1,4,1
260.0,110,1,1,1,6,0,2,1,0,1,0,4,1
260.0,147,0,0,1,13,5,9,3,0,0,0,3,1
260.0,175,1,1,1,9,15,5,1,1,1,0,4,1
261.0,1,0,0,1,6,1,1,2,0,1,1,3,1
261.0,14,0,0,1,2,3,0,0,0,0,0,1,1
261.0,43,0,0,1,6,5,2,1,0,1,1,4,1
261.0,52,0,0,1,7,19,1,1,1,2,1,3,1
261.0,58,0,0,1,3,7,0,1,0,1,0,4,1
261.0,60,2,1,1,8,2,4,3,0,0,0,4,1
261.0,61,0,0,1,2,0,1,0,0,0,0,1,1
261.0,75,1,1,1,9,2,2,5,0,0,1,4,1
261.0,84,0,0,1,6,1,3,0,1,0,1,4,1
261.0,-1,0,0,1,8,10,4,0,2,1,0,3,1
261.0,146,0,0,1,4,5,1,1,0,0,1,4,1
261.0,150,1,1,1,14,27,3,2,4,3,1,3,1
261.0,155,0,0,1,11,55,2,4,1,0,1,3,1
261.0,179,0,0,1,4,5,2,0,1,0,0,1,1
261.0,181,0,0,1,22,13,10,8,1,0,2,3,1
262.0,17,1,1,1,4,3,0,1,0,2,0,3,1
262.0,62,0,0,1,5,5,2,0,0,0,2,4,1
262.0,87,1,0,1,6,11,1,1,1,1,1,3,1
262.0,88,0,0,1,5,3,1,1,0,1,0,4,1
262.0,136,0,0,1,3,3,0,1,0,1,0,4,1
262.0,155,0,0,1,7,2,5,0,0,1,0,4,1
262.0,180,0,0,1,5,5,1,1,0,1,1,4,1
263.0,14,1,2,1,4,12,0,0,0,0,1,3,1
263.0,51,0,0,1,8,25,1,3,1,2,0,3,1
263.0,64,1,1,1,12,21,6,2,0,2,0,3,1
263.0,117,3,3,1,3,3,1,1,0,0,0,1,1
263.0,121,0,0,1,3,13,0,1,0,1,0,3,1
263.0,130,0,0,1,3,0,2,0,0,0,0,10,1
263.0,130,1,1,1,3,6,1,0,0,1,0,4,1
263.0,140,0,0,1,15,3,9,5,0,0,0,10,1
263.0,160,1,1,1,3,6,0,1,1,0,0,3,1
263.0,164,0,0,1,6,14,2,0,1,0,1,3,1
263.0,179,0,0,1,20,35,4,5,2,4,1,3,1
264.0,53,0,0,1,5,2,2,0,0,1,1,3,1
264.0,123,1,1,1,4,2,0,1,0,0,0,4,1
264.0,140,0,0,1,5,14,0,1,0,1,2,3,1
264.0,191,1,1,1,3,4,1,0,0,0,0,1,1
265.0,11,1,1,1,14,2,11,2,0,0,0,10,1
265.0,41,0,0,1,6,2,2,2,0,1,0,10,1
265.0,54,1,1,1,21,0,9,11,0,0,0,1,1
265.0,86,1,1,1,14,3,11,2,0,0,0,3,1
265.0,101,0,0,1,3,1,1,0,0,1,0,4,1
265.0,102,0,0,1,7,16,1,1,1,1,2,3,1
265.0,109,0,0,1,5,2,0,2,0,2,0,3,1
265.0,152,0,0,1,17,23,4,2,5,3,2,3,1
265.0,155,1,1,1,25,6,10,12,0,1,1,4,1
266.0,24,1,1,1,4,3,0,2,0,1,0,4,1
266.0,78,0,0,1,5,12,1,1,0,1,1,3,1
266.0,118,0,0,1,6,13,1,1,1,1,1,3,1
266.0,138,2,2,1,3,2,0,1,0,1,0,4,1
266.0,146,0,0,1,31,5,13,15,0,0,2,4,1
267.0,57,1,1,1,6,4,2,2,0,0,1,4,1
267.0,63,2,1,1,3,4,1,0,0,1,0,4,1
267.0,78,0,0,1,5,2,3,0,0,0,0,3,1
267.0,88,0,0,1,10,18,2,1,1,2,3,3,1
267.0,96,0,0,1,8,49,0,1,1,1,1,3,1
267.0,99,1,1,1,7,2,0,2,1,2,0,3,1
267.0,110,0,0,1,5,8,1,0,0,0,3,4,1
267.0,116,1,1,1,3,1,2,0,0,0,0,10,1
267.0,124,0,0,1,4,6,2,0,0,1,0,4,1
267.0,187,0,0,1,3,4,0,1,0,0,0,1,1
268.0,5,0,0,1,4,10,0,0,0,1,0,3,1
268.0,18,0,0,1,3,4,1,1,0,0,0,1,1
268.0,39,1,1,1,4,1,1,1,0,0,0,1,1
268.0,133,0,0,1,4,4,1,1,0,0,0,1,1
268.0,146,0,0,1,6,21,1,1,0,1,1,3,1
268.0,155,1,0,1,3,5,1,0,0,0,0,1,1
268.0,164,0,0,1,18,49,2,9,1,2,3,3,1
268.0,186,0,0,1,6,17,2,1,0,2,0,3,1
269.0,41,0,0,1,4,6,0,1,1,0,0,3,1
269.0,60,0,0,1,5,5,1,1,0,0,2,3,1
269.0,75,1,1,1,3,2,1,0,0,0,0,1,1
269.0,95,0,0,1,5,6,2,1,0,0,1,4,1
269.0,101,0,0,1,5,5,1,0,1,1,1,4,1
269.0,120,0,0,1,3,16,1,0,1,0,0,3,1
269.0,123,1,1,1,8,4,1,3,1,2,0,3,1
269.0,142,0,0,1,13,21,9,1,1,1,0,3,1
270.0,28,0,0,1,7,7,3,0,1,2,0,3,1
270.0,103,0,0,1,7,53,0,1,1,2,2,3,1
270.0,118,1,1,1,3,0,2,0,0,0,0,10,1
271.0,10,0,0,1,5,5,1,2,0,0,1,3,1
271.0,20,0,0,1,3,1,1,0,0,0,0,1,1
271.0,23,0,0,1,4,1,1,0,0,0,0,4,1
271.0,41,0,0,1,15,11,9,4,0,1,0,4,1
271.0,46,2,2,1,7,5,5,0,0,1,0,4,1
271.0,70,0,0,1,3,18,1,0,0,0,1,3,1
271.0,113,0,0,1,9,25,4,2,0,0,0,3,1
271.0,136,1,1,1,5,2,1,2,0,1,0,4,1
271.0,162,0,0,1,6,19,2,1,1,0,1,3,1
272.0,87,1,2,1,3,4,0,0,0,0,0,1,1
272.0,108,0,0,1,28,15,16,10,0,1,0,4,1
272.0,135,0,0,1,3,3,0,0,0,0,0,1,1
272.0,146,0,0,1,4,0,1,0,0,1,0,4,1
272.0,148,1,1,1,8,2,5,1,0,0,1,4,1
272.0,191,0,0,1,3,3,0,1,0,1,0,3,1
273.0,12,0,0,1,11,4,7,2,0,0,1,4,1
273.0,44,4,4,1,9,1,7,0,0,0,0,1,1
273.0,61,0,0,1,4,12,0,1,0,0,0,3,1
273.0,64,1,1,1,4,9,1,0,0,1,0,3,1
273.0,73,2,2,1,4,5,1,1,0,1,0,4,1
273.0,92,2,2,1,3,1,1,0,0,1,0,4,1
273.0,100,0,0,1,3,13,0,0,0,1,0,5,1
273.0,112,0,0,1,4,15,3,0,0,0,0,10,1
273.0,129,0,0,1,5,6,2,1,0,0,1,4,1
273.0,145,1,1,1,4,11,2,0,0,0,1,4,1
274.0,14,0,0,1,3,6,1,0,0,1,0,3,1
274.0,59,0,0,1,6,0,2,1,1,0,0,4,1
274.0,87,0,0,1,4,22,0,1,0,1,1,3,1
274.0,95,1,1,1,4,3,1,0,1,1,0,3,1
274.0,129,1,1,1,6,8,1,1,1,1,1,4,1
274.0,162,1,1,1,9,13,3,4,0,0,1,3,1
274.0,177,0,0,1,3,3,1,0,0,0,0,1,1
274.0,179,0,0,1,5,2,1,2,0,1,0,10,1
275.0,1,0,0,1,9,10,3,4,0,0,1,3,1
275.0,16,0,0,1,10,13,1,1,1,2,1,3,1
275.0,18,1,1,1,3,2,2,0,0,0,0,10,1
275.0,21,0,0,1,19,3,11,6,0,0,1,4,1
275.0,58,0,0,1,4,6,1,1,0,0,1,4,1
275.0,60,0,0,1,14,0,7,5,0,0,0,1,1
275.0,69,0,0,1,6,11,0,1,0,2,1,3,1
275.0,91,1,1,1,5,5,1,2,0,1,0,4,1
275.0,108,0,0,1,5,4,0,1,1,2,0,3,1
275.0,112,1,1,1,3,4,0,1,0,1,0,4,1
275.0,151,0,0,1,5,6,1,1,0,1,1,3,1
276.0,23,0,0,1,3,1,1,0,0,1,0,4,1
276.0,58,0,0,1,10,31,1,2,3,2,1,3,1
276.0,75,2,2,1,3,1,1,0,0,0,0,1,1
276.0,90,2,3,1,6,0,4,0,0,1,0,4,1
276.0,123,2,1,1,9,68,0,1,2,2,1,3,1
276.0,165,1,1,1,12,1,4,7,0,0,0,4,1
276.0,169,1,1,1,7,44,1,0,1,2,0,3,1
277.0,26,0,0,1,10,21,3,1,1,2,2,3,1
277.0,66,0,0,1,6,18,1,0,0,0,3,3,1
277.0,108,0,0,1,5,8,2,0,0,0,2,3,1
277.0,119,0,0,1,5,7,2,1,0,0,1,4,1
277.0,129,2,2,1,5,0,4,0,0,0,0,1,1
277.0,130,2,3,1,4,13,0,1,0,1,0,3,1
277.0,136,0,0,1,8,44,0,0,2,2,0,3,1
277.0,138,0,0,1,7,2,6,0,0,0,0,4,1
277.0,147,0,0,1,4,2,1,1,0,1,0,4,1
277.0,175,0,0,1,6,5,2,0,2,0,0,3,1
277.0,178,1,1,1,9,3,6,2,0,0,0,3,1
278.0,2,0,0,1,3,4,1,0,1,0,0,3,1
278.0,96,3,3,1,4,1,1,1,0,0,0,1,1
278.0,150,3,2,1,8,8,4,0,0,0,1,3,1
278.0,157,3,3,1,3,0,1,0,0,1,0,4,1
278.0,177,1,1,1,7,1,4,1,0,1,0,4,1
279.0,6,0,0,1,6,6,2,0,1,1,1,3,1
279.0,29,0,0,1,11,8,6,4,0,0,0,10,1
279.0,43,0,0,1,5,3,3,0,0,0,1,4,1
279.0,49,1,1,1,3,5,2,0,0,0,0,10,1
279.0,75,1,1,1,3,14,1,0,0,1,0,3,1
279.0,118,0,0,1,4,5,1,1,0,1,0,4,1
279.0,171,1,1,1,8,3,6,1,0,0,0,4,1
279.0,178,1,1,1,7,2,1,4,0,0,0,3,1
280.0,75,2,2,1,2,1,1,0,0,0,0,1,1
280.0,100,0,0,1,5,10,3,0,0,0,1,3,1
280.0,104,0,0,1,3,1,2,0,0,0,0,10,1
280.0,108,0,0,1,11,23,3,2,0,0,2,3,1
280.0,132,5,0,1,12,22,5,3,1,1,1,3,1
280.0,150,0,0,1,2,0,1,0,0,0,0,1,1
280.0,164,0,0,1,9,1,5,3,0,0,0,4,1
280.0,173,1,1,1,15,18,2,7,2,2,1,3,1
281.0,1,0,0,1,3,1,1,0,0,0,0,1,1
281.0,4,0,0,1,3,4,1,0,0,1,0,4,1
281.0,9,1,1,1,4,3,0,2,0,1,0,4,1
281.0,23,2,2,1,5,3,0,2,1,1,0,3,1
281.0,47,0,0,1,14,17,3,2,3,4,0,3,1
281.0,81,1,1,1,4,2,2,0,0,0,0,1,1
281.0,154,1,1,1,4,1,1,1,0,0,0,1,1
282.0,27,0,0,1,5,5,0,2,0,1,1,3,1
282.0,40,0,0,1,3,1,1,0,0,0,0,1,1
282.0,82,1,1,1,3,1,0,1,0,0,0,1,1
282.0,135,1,1,1,7,9,1,0,1,1,0,3,1
282.0,188,0,0,1,3,0,1,0,0,0,0,1,1
283.0,1,2,2,1,5,3,2,1,0,1,0,3,1
283.0,33,0,0,1,3,9,1,0,0,1,0,4,1
283.0,37,0,0,1,2,0,1,0,0,0,0,1,1
283.0,59,0,0,1,4,7,1,0,1,1,0,3,1
283.0,63,0,0,1,7,7,3,1,1,1,0,3,1
283.0,109,1,1,1,5,6,2,0,1,1,0,3,1
283.0,116,1,2,1,17,4,8,7,0,0,1,4,1
283.0,116,2,3,1,15,15,7,4,0,2,1,3,1
283.0,161,0,0,1,18,44,8,5,2,1,1,3,1
284.0,26,0,0,1,4,6,1,0,0,1,1,3,1
284.0,43,0,0,1,20,8,6,11,1,1,0,3,1
284.0,50,0,0,1,2,3,1,0,0,0,0,1,1
284.0,52,1,1,1,12,8,5,4,0,0,2,3,1
284.0,65,4,2,1,3,0,1,1,0,0,0,1,1
284.0,68,0,0,1,15,16,7,5,1,0,0,3,1
284.0,74,0,0,1,6,13,2,1,0,0,1,3,1
284.0,99,1,1,1,9,19,3,1,1,2,0,3,1
284.0,171,1,1,1,3,0,1,0,0,0,0,1,1
284.0,185,1,0,1,4,2,1,1,0,0,0,1,1
285.0,0,2,1,1,12,9,7,1,1,1,1,4,1
285.0,6,0,0,1,6,8,2,1,0,2,0,3,1
285.0,7,0,0,1,11,14,5,4,0,0,1,3,1
285.0,53,1,1,1,4,5,1,0,1,1,0,4,1
285.0,127,2,2,1,5,6,1,1,0,1,1,3,1
285.0,197,3,3,1,4,0,2,1,0,0,0,4,1
285.0,198,0,0,1,14,28,4,3,3,2,0,3,1
286.0,9,0,0,1,4,1,2,1,0,0,0,10,1
286.0,25,0,0,1,6,6,1,2,0,2,0,4,1
286.0,28,0,0,1,5,14,1,1,1,1,0,4,1
286.0,59,0,0,1,13,14,7,3,1,0,1,3,1
286.0,87,3,3,1,4,1,1,1,0,0,0,1,1
286.0,120,1,1,1,3,3,1,0,0,0,0,1,1
286.0,163,1,1,1,4,4,1,1,0,0,1,4,1
286.0,169,1,1,1,15,3,9,5,0,0,0,3,1
286.0,175,0,0,1,9,19,2,2,2,2,0,4,1
286.0,179,0,0,1,5,1,3,1,0,0,0,10,1
286.0,182,0,0,1,3,5,0,1,0,1,0,3,1
287.0,25,1,1,1,4,10,1,0,1,1,0,3,1
287.0,47,0,0,1,5,2,0,2,0,1,0,1,1
287.0,57,0,0,1,9,20,2,1,1,0,3,3,1
287.0,78,1,1,1,3,2,1,1,0,0,0,10,1
287.0,82,0,0,1,4,4,1,0,0,1,1,3,1
287.0,97,0,0,1,6,8,1,2,0,0,2,4,1
287.0,129,1,1,1,15,2,8,5,0,0,1,4,1
287.0,176,0,0,1,19,5,8,9,0,1,0,4,1
287.0,186,0,0,1,7,3,3,2,0,0,1,4,1
287.0,189,0,0,1,4,0,2,1,0,0,0,4,1
288.0,9,0,0,1,3,1,0,0,0,0,0,1,1
288.0,67,2,0,1,3,4,1,0,0,0,1,4,1
288.0,135,1,1,1,3,1,1,0,0,0,0,1,1
288.0,156,0,0,1,3,5,1,0,0,1,0,4,1
288.0,161,1,1,1,3,2,1,0,0,0,1,4,1
289.0,21,0,0,1,7,29,1,0,1,0,0,3,1
289.0,25,0,0,1,5,9,2,1,1,0,0,4,1
289.0,82,0,0,1,5,5,1,2,1,0,0,4,1
289.0,82,3,1,1,8,36,1,0,1,0,5,3,1
289.0,114,0,0,1,10,10,2,2,2,1,2,3,1
289.0,115,0,0,1,3,1,2,0,0,0,0,1,1
289.0,116,1,1,1,5,13,0,2,0,1,1,3,1
289.0,121,1,1,1,4,9,2,1,0,0,0,10,1
289.0,150,1,1,1,4,13,1,1,0,0,1,3,1
290.0,12,0,0,1,16,22,11,2,0,1,0,3,1
290.0,36,1,1,1,4,0,1,1,0,0,0,1,1
290.0,66,0,0,1,15,3,6,7,0,0,1,4,1
290.0,126,0,0,1,2,2,1,0,0,0,0,1,1
290.0,127,1,1,1,23,6,9,10,1,1,0,3,1
290.0,149,1,1,1,3,4,1,0,0,1,0,4,1
291.0,7,1,1,1,9,2,3,4,0,0,1,3,1
291.0,15,0,0,1,5,14,1,1,0,0,2,3,1
291.0,27,0,0,1,10,13,1,2,2,3,0,3,1
291.0,84,2,1,1,14,73,6,3,1,1,1,3,1
291.0,100,1,1,1,4,0,1,1,0,0,0,1,1
291.0,171,0,0,1,4,2,1,1,0,1,0,4,1
291.0,180,0,0,1,7,0,4,2,0,0,0,1,1
291.0,190,0,0,1,2,0,1,0,0,0,0,1,1
292.0,2,1,1,1,7,9,2,2,0,2,0,4,1
292.0,19,1,1,1,4,6,1,1,0,1,0,4,1
292.0,28,0,0,1,5,5,2,0,1,1,0,4,1
292.0,69,1,1,1,2,1,1,0,0,0,0,1,1
292.0,79,9,4,1,3,1,1,0,0,0,0,1,1
292.0,96,1,1,1,4,10,1,0,0,0,2,3,1
292.0,104,0,0,1,7,12,2,1,0,1,2,3,1
292.0,148,0,0,1,5,3,1,1,1,0,0,1,1
292.0,173,0,0,1,3,23,1,0,0,0,1,3,1
292.0,177,0,0,1,4,2,3,0,0,0,0,4,1
293.0,34,1,1,1,8,15,3,0,1,0,3,3,1
293.0,57,0,0,1,3,3,0,1,0,0,1,4,1
293.0,61,2,3,1,5,11,0,1,0,1,1,3,1
293.0,97,1,0,1,5,3,2,1,0,0,1,4,1
293.0,132,1,1,1,5,5,2,1,0,1,0,3,1
293.0,161,1,1,1,6,11,1,0,1,1,1,4,1
293.0,173,0,0,1,5,0,0,2,0,2,0,4,1
293.0,176,0,0,1,3,5,1,0,0,0,0,1,1
294.0,17,2,2,1,4,1,2,1,0,0,0,10,1
294.0,24,2,2,1,4,0,1,1,0,0,0,1,1
294.0,29,1,1,1,12,11,3,3,0,1,2,3,1
294.0,31,1,1,1,14,0,7,5,0,0,0,4,1
294.0,33,0,0,1,6,10,2,0,2,1,0,3,1
294.0,59,3,3,1,2,0,1,0,0,0,0,1,1
294.0,98,1,1,1,5,3,2,1,0,0,1,4,1
294.0,118,1,1,1,8,19,2,0,1,1,2,3,1
294.0,140,0,0,1,24,14,14,6,2,0,1,3,1
294.0,144,1,1,1,9,3,3,5,0,0,0,4,1
294.0,178,1,1,1,3,6,1,0,0,0,0,1,1
295.0,39,2,3,1,3,12,0,1,0,1,0,4,1
295.0,46,1,1,1,3,6,0,0,0,0,0,1,1
295.0,52,0,0,1,6,10,2,1,0,0,2,4,1
295.0,81,1,1,1,4,7,1,0,0,0,2,4,1
295.0,134,0,0,1,4,17,1,1,1,0,0,4,1
295.0,140,1,1,1,7,8,3,2,0,1,0,3,1
295.0,157,0,0,1,16,5,11,3,0,0,1,3,1
295.0,163,3,3,1,4,5,1,1,0,0,1,4,1
296.0,20,3,2,1,4,1,2,1,0,0,0,3,1
296.0,51,1,1,1,6,3,1,1,1,2,0,3,1
296.0,124,1,1,1,3,0,1,0,0,0,0,1,1
296.0,129,2,1,1,12,5,6,3,1,1,0,3,1
296.0,174,0,0,1,39,2,21,16,1,0,0,3,1
297.0,16,0,0,1,3,9,1,0,0,0,0,1,1
297.0,56,0,0,1,6,8,1,1,1,2,0,3,1
297.0,114,2,2,1,7,27,2,0,1,0,1,3,1
297.0,119,0,0,1,7,6,1,2,0,2,0,3,1
297.0,154,0,0,1,3,0,0,1,0,1,0,4,1
297.0,154,1,2,1,4,12,1,0,0,1,1,3,1
297.0,156,0,0,1,6,9,1,1,1,1,1,3,1
297.0,161,1,1,1,11,0,7,1,0,1,0,4,1
298.0,16,0,0,1,4,1,2,0,0,0,0,1,1
298.0,44,0,0,1,7,9,3,3,0,0,0,10,1
298.0,54,0,0,1,4,0,1,1,0,1,0,4,1
298.0,81,0,0,1,3,0,0,1,0,1,0,4,1
298.0,98,0,0,1,5,4,2,1,0,0,0,1,1
298.0,118,1,1,1,13,4,9,3,0,0,0,10,1
298.0,123,2,2,1,3,0,1,0,0,0,0,1,1
298.0,145,1,1,1,5,6,0,0,0,1,1,3,1
298.0,146,0,0,1,6,5,1,1,1,1,0,4,1
298.0,161,0,0,1,4,4,2,1,0,0,0,10,1
298.0,169,3,3,1,5,4,1,2,0,1,0,4,1
298.0,175,0,0,1,3,2,0,0,0,1,0,5,1
298.0,190,0,0,1,5,3,1,2,0,1,0,3,1
299.0,18,0,0,1,11,35,1,4,2,2,1,3,1
299.0,43,1,1,1,2,0,1,0,0,0,0,1,1
299.0,143,0,0,1,5,12,1,1,0,1,1,3,1
299.0,157,6,6,1,5,9,0,1,0,2,1,3,1
299.0,174,3,1,1,5,11,1,0,1,1,0,3,1
299.0,187,0,0,1,6,0,4,1,0,0,0,4,1
300.0,27,0,0,1,5,4,1,1,0,1,0,4,1
300.0,42,1,1,1,3,12,1,0,0,1,0,3,1
300.0,64,3,2,1,2,3,0,0,0,0,0,1,1
300.0,72,0,0,1,4,4,1,1,0,1,0,4,1
300.0,113,2,2,1,3,20,0,0,0,0,0,3,1
300.0,118,0,0,1,4,4,1,0,1,1,0,3,1
300.0,131,0,0,1,3,0,1,0,0,1,0,4,1
300.0,175,0,0,1,4,4,1,1,0,1,0,4,1
300.0,180,1,0,1,11,2,5,4,0,0,0,1,1
300.0,184,1,1,1,4,0,1,1,0,0,0,1,1
301.0,25,0,0,1,6,10,2,1,0,1,1,3,1
301.0,26,2,2,1,8,2,5,2,0,0,0,10,1
301.0,46,0,0,1,3,9,1,0,0,1,0,3,1
301.0,60,1,1,1,7,10,3,0,0,1,0,3,1
301.0,96,3,3,1,5,0,2,1,0,0,0,1,1
301.0,124,0,0,1,4,8,1,1,0,1,0,3,1
301.0,188,0,0,1,3,0,1,0,0,0,0,1,1
302.0,0,0,0,1,4,1,2,1,0,0,0,10,1
302.0,1,0,0,1,6,2,2,1,0,1,1,4,1
302.0,32,1,2,1,4,7,1,1,0,0,0,1,1
302.0,36,0,0,1,40,28,18,17,0,1,1,3,1
302.0,54,0,0,1,8,12,3,1,1,0,2,3,1
302.0,66,0,0,1,10,2,5,3,0,1,0,10,1
302.0,84,0,0,1,14,45,8,2,1,2,0,3,1
